ITE00100554,18000101,TMAX,-75
ITE00100554,18000101,TMIN,-148
GM000010962,18000101,PRCP,0
EZE00100082,18000101,TMAX,-86
EZE00100082,18000101,TMIN,-135
ITE00100554,18000102,TMAX,-60
ITE00100554,18000102,TMIN,-125
GM000010962,18000102,PRCP,0
EZE00100082,18000102,TMAX,-44
EZE00100082,18000102,TMIN,-130
ITE00100554,18000103,TMAX,-23
ITE00100554,18000103,TMIN,-46
GM000010962,18000103,PRCP,4
EZE00100082,18000103,TMAX,-10
EZE00100082,18000103,TMIN,-73
ITE00100554,18000104,TMAX,0
ITE00100554,18000104,TMIN,-13
GM000010962,18000104,PRCP,0
EZE00100082,18000104,TMAX,-55
EZE00100082,18000104,TMIN,-74
ITE00100554,18000105,TMAX,10
ITE00100554,18000105,TMIN,-6
GM000010962,18000105,PRCP,0
EZE00100082,18000105,TMAX,-40
EZE00100082,18000105,TMIN,-58
ITE00100554,18000106,TMAX,13
ITE00100554,18000106,TMIN,13
GM000010962,18000106,PRCP,0
EZE00100082,18000106,TMAX,-39
EZE00100082,18000106,TMIN,-57
ITE00100554,18000107,TMAX,31
ITE00100554,18000107,TMIN,10
GM000010962,18000107,PRCP,0
EZE00100082,18000107,TMAX,-30
EZE00100082,18000107,TMIN,-50
ITE00100554,18000108,TMAX,29
ITE00100554,18000108,TMIN,14
GM000010962,18000108,PRCP,0
EZE00100082,18000108,TMAX,-1
EZE00100082,18000108,TMIN,-31
ITE00100554,18000109,TMAX,35
ITE00100554,18000109,TMIN,23
GM000010962,18000109,PRCP,0
EZE00100082,18000109,TMAX,5
EZE00100082,18000109,TMIN,-46
ITE00100554,18000110,TMAX,46
ITE00100554,18000110,TMIN,31
GM000010962,18000110,PRCP,0
EZE00100082,18000110,TMAX,-46
EZE00100082,18000110,TMIN,-75
ITE00100554,18000111,TMAX,66
ITE00100554,18000111,TMIN,41
GM000010962,18000111,PRCP,31
EZE00100082,18000111,TMAX,1
EZE00100082,18000111,TMIN,-62
ITE00100554,18000112,TMAX,41
ITE00100554,18000112,TMIN,29
GM000010962,18000112,PRCP,0
EZE00100082,18000112,TMAX,-33
EZE00100082,18000112,TMIN,-60
ITE00100554,18000113,TMAX,23
ITE00100554,18000113,TMIN,13
GM000010962,18000113,PRCP,3
EZE00100082,18000113,TMAX,-20
EZE00100082,18000113,TMIN,-60
ITE00100554,18000114,TMAX,41
ITE00100554,18000114,TMIN,23
GM000010962,18000114,PRCP,0
EZE00100082,18000114,TMAX,0
EZE00100082,18000114,TMIN,-35
ITE00100554,18000115,TMAX,54
ITE00100554,18000115,TMIN,41
GM000010962,18000115,PRCP,0
EZE00100082,18000115,TMAX,10
EZE00100082,18000115,TMIN,-23
ITE00100554,18000116,TMAX,56
ITE00100554,18000116,TMIN,41
GM000010962,18000116,PRCP,0
EZE00100082,18000116,TMAX,-11
EZE00100082,18000116,TMIN,-37
ITE00100554,18000117,TMAX,84
ITE00100554,18000117,TMIN,48
GM000010962,18000117,PRCP,0
EZE00100082,18000117,TMAX,14
EZE00100082,18000117,TMIN,-35
ITE00100554,18000118,TMAX,59
ITE00100554,18000118,TMIN,46
GM000010962,18000118,PRCP,2
EZE00100082,18000118,TMAX,47
EZE00100082,18000118,TMIN,9
ITE00100554,18000119,TMAX,59
ITE00100554,18000119,TMIN,50
GM000010962,18000119,PRCP,0
EZE00100082,18000119,TMAX,66
EZE00100082,18000119,TMIN,34
ITE00100554,18000120,TMAX,60
ITE00100554,18000120,TMIN,25
GM000010962,18000120,PRCP,4
EZE00100082,18000120,TMAX,58
EZE00100082,18000120,TMIN,17
ITE00100554,18000121,TMAX,80
ITE00100554,18000121,TMIN,30
GM000010962,18000121,PRCP,6
EZE00100082,18000121,TMAX,31
EZE00100082,18000121,TMIN,8
ITE00100554,18000122,TMAX,81
ITE00100554,18000122,TMIN,74
GM000010962,18000122,PRCP,68
EZE00100082,18000122,TMAX,8
EZE00100082,18000122,TMIN,-16
ITE00100554,18000123,TMAX,85
ITE00100554,18000123,TMIN,75
GM000010962,18000123,PRCP,18
EZE00100082,18000123,TMAX,18
EZE00100082,18000123,TMIN,-16
ITE00100554,18000124,TMAX,85
ITE00100554,18000124,TMIN,75
GM000010962,18000124,PRCP,0
EZE00100082,18000124,TMAX,31
EZE00100082,18000124,TMIN,-3
ITE00100554,18000125,TMAX,98
ITE00100554,18000125,TMIN,75
GM000010962,18000125,PRCP,0
EZE00100082,18000125,TMAX,35
EZE00100082,18000125,TMIN,2
ITE00100554,18000126,TMAX,75
ITE00100554,18000126,TMIN,34
GM000010962,18000126,PRCP,0
EZE00100082,18000126,TMAX,44
EZE00100082,18000126,TMIN,16
ITE00100554,18000127,TMAX,73
ITE00100554,18000127,TMIN,29
GM000010962,18000127,PRCP,0
EZE00100082,18000127,TMAX,57
EZE00100082,18000127,TMIN,15
ITE00100554,18000128,TMAX,79
ITE00100554,18000128,TMIN,54
GM000010962,18000128,PRCP,4
EZE00100082,18000128,TMAX,69
EZE00100082,18000128,TMIN,33
ITE00100554,18000129,TMAX,73
ITE00100554,18000129,TMIN,50
GM000010962,18000129,PRCP,0
EZE00100082,18000129,TMAX,67
EZE00100082,18000129,TMIN,19
ITE00100554,18000130,TMAX,66
ITE00100554,18000130,TMIN,50
GM000010962,18000130,PRCP,0
EZE00100082,18000130,TMAX,29
EZE00100082,18000130,TMIN,3
ITE00100554,18000131,TMAX,85
ITE00100554,18000131,TMIN,50
GM000010962,18000131,PRCP,0
EZE00100082,18000131,TMAX,62
EZE00100082,18000131,TMIN,23
ITE00100554,18000201,TMAX,91
ITE00100554,18000201,TMIN,63
GM000010962,18000201,PRCP,13
EZE00100082,18000201,TMAX,48
EZE00100082,18000201,TMIN,17
ITE00100554,18000202,TMAX,66
ITE00100554,18000202,TMIN,54
GM000010962,18000202,PRCP,16
EZE00100082,18000202,TMAX,67
EZE00100082,18000202,TMIN,19
ITE00100554,18000203,TMAX,56
ITE00100554,18000203,TMIN,54
GM000010962,18000203,PRCP,0
EZE00100082,18000203,TMAX,53
EZE00100082,18000203,TMIN,2
ITE00100554,18000204,TMAX,104
ITE00100554,18000204,TMIN,59
GM000010962,18000204,PRCP,0
EZE00100082,18000204,TMAX,66
EZE00100082,18000204,TMIN,39
ITE00100554,18000205,TMAX,79
ITE00100554,18000205,TMIN,46
GM000010962,18000205,PRCP,0
EZE00100082,18000205,TMAX,59
EZE00100082,18000205,TMIN,22
ITE00100554,18000206,TMAX,75
ITE00100554,18000206,TMIN,41
GM000010962,18000206,PRCP,0
EZE00100082,18000206,TMAX,24
EZE00100082,18000206,TMIN,-3
ITE00100554,18000207,TMAX,73
ITE00100554,18000207,TMIN,35
GM000010962,18000207,PRCP,6
EZE00100082,18000207,TMAX,4
EZE00100082,18000207,TMIN,-22
ITE00100554,18000208,TMAX,50
ITE00100554,18000208,TMIN,25
GM000010962,18000208,PRCP,0
EZE00100082,18000208,TMAX,-20
EZE00100082,18000208,TMIN,-39
ITE00100554,18000209,TMAX,35
ITE00100554,18000209,TMIN,0
GM000010962,18000209,PRCP,0
EZE00100082,18000209,TMAX,-17
EZE00100082,18000209,TMIN,-36
ITE00100554,18000210,TMAX,38
ITE00100554,18000210,TMIN,16
GM000010962,18000210,PRCP,0
EZE00100082,18000210,TMAX,-25
EZE00100082,18000210,TMIN,-69
ITE00100554,18000211,TMAX,21
ITE00100554,18000211,TMIN,9
GM000010962,18000211,PRCP,0
EZE00100082,18000211,TMAX,-34
EZE00100082,18000211,TMIN,-102
ITE00100554,18000212,TMAX,13
ITE00100554,18000212,TMIN,3
GM000010962,18000212,PRCP,0
EZE00100082,18000212,TMAX,-22
EZE00100082,18000212,TMIN,-78
ITE00100554,18000213,TMAX,13
ITE00100554,18000213,TMIN,0
GM000010962,18000213,PRCP,0
EZE00100082,18000213,TMAX,1
EZE00100082,18000213,TMIN,-42
ITE00100554,18000214,TMAX,13
ITE00100554,18000214,TMIN,0
GM000010962,18000214,PRCP,0
EZE00100082,18000214,TMAX,5
EZE00100082,18000214,TMIN,-35
ITE00100554,18000215,TMAX,21
ITE00100554,18000215,TMIN,13
GM000010962,18000215,PRCP,0
EZE00100082,18000215,TMAX,18
EZE00100082,18000215,TMIN,0
ITE00100554,18000216,TMAX,75
ITE00100554,18000216,TMIN,13
GM000010962,18000216,PRCP,7
EZE00100082,18000216,TMAX,24
EZE00100082,18000216,TMIN,-6
ITE00100554,18000217,TMAX,71
ITE00100554,18000217,TMIN,23
GM000010962,18000217,PRCP,0
EZE00100082,18000217,TMAX,20
EZE00100082,18000217,TMIN,-13
ITE00100554,18000218,TMAX,48
ITE00100554,18000218,TMIN,21
GM000010962,18000218,PRCP,0
EZE00100082,18000218,TMAX,0
EZE00100082,18000218,TMIN,-52
ITE00100554,18000219,TMAX,50
ITE00100554,18000219,TMIN,38
GM000010962,18000219,PRCP,0
EZE00100082,18000219,TMAX,-6
EZE00100082,18000219,TMIN,-50
ITE00100554,18000220,TMAX,66
ITE00100554,18000220,TMIN,38
GM000010962,18000220,PRCP,0
EZE00100082,18000220,TMAX,-34
EZE00100082,18000220,TMIN,-72
ITE00100554,18000221,TMAX,66
ITE00100554,18000221,TMIN,25
GM000010962,18000221,PRCP,0
EZE00100082,18000221,TMAX,-16
EZE00100082,18000221,TMIN,-60
ITE00100554,18000222,TMAX,63
ITE00100554,18000222,TMIN,48
GM000010962,18000222,PRCP,0
EZE00100082,18000222,TMAX,33
EZE00100082,18000222,TMIN,-42
ITE00100554,18000223,TMAX,81
ITE00100554,18000223,TMIN,54
GM000010962,18000223,PRCP,0
EZE00100082,18000223,TMAX,40
EZE00100082,18000223,TMIN,17
ITE00100554,18000224,TMAX,104
ITE00100554,18000224,TMIN,73
GM000010962,18000224,PRCP,0
EZE00100082,18000224,TMAX,56
EZE00100082,18000224,TMIN,14
ITE00100554,18000225,TMAX,116
ITE00100554,18000225,TMIN,60
GM000010962,18000225,PRCP,0
EZE00100082,18000225,TMAX,20
EZE00100082,18000225,TMIN,4
ITE00100554,18000226,TMAX,129
ITE00100554,18000226,TMIN,88
GM000010962,18000226,PRCP,0
EZE00100082,18000226,TMAX,15
EZE00100082,18000226,TMIN,-57
ITE00100554,18000227,TMAX,100
ITE00100554,18000227,TMIN,88
GM000010962,18000227,PRCP,6
EZE00100082,18000227,TMAX,-39
EZE00100082,18000227,TMIN,-74
ITE00100554,18000228,TMAX,75
ITE00100554,18000228,TMIN,63
GM000010962,18000228,PRCP,0
EZE00100082,18000228,TMAX,25
EZE00100082,18000228,TMIN,-43
ITE00100554,18000301,TMAX,100
ITE00100554,18000301,TMIN,66
GM000010962,18000301,PRCP,42
EZE00100082,18000301,TMAX,-21
EZE00100082,18000301,TMIN,-37
